Entity,Code,Year, (constant 2011 international $)
Gabon,GAB,1999,499.6461762
Gabon,GAB,2000,401.7671825
Gabon,GAB,2001,458.4264588
Gabon,GAB,2002,452.3635786
Gabon,GAB,2003,498.7303377
Gabon,GAB,2004,472.2288512
Gabon,GAB,2005,419.2441226
Gabon,GAB,2006,425.9563741
Gabon,GAB,2007,451.5785729
Gabon,GAB,2008,387.2910012
Gabon,GAB,2009,509.5511782
Gabon,GAB,2010,538.2404495
Gabon,GAB,2011,523.5405046
Gabon,GAB,2012,556.4607717
Gabon,GAB,2013,671.0586698
Gabon,GAB,2014,599.264164
Gambia,GMB,1995,34.38813252
Gambia,GMB,1996,35.97532187
Gambia,GMB,1997,34.53325196
Gambia,GMB,1998,39.87781005
Gambia,GMB,1999,42.18290657
Gambia,GMB,2000,44.80249427
Gambia,GMB,2001,48.25480324
Gambia,GMB,2002,46.45717129
Gambia,GMB,2003,55.15871756
Gambia,GMB,2004,60.5910616
Gambia,GMB,2005,68.45601367
Gambia,GMB,2006,76.822309
Gambia,GMB,2007,82.56018586
Gambia,GMB,2008,88.93923707
Gambia,GMB,2009,90.87099111
Gambia,GMB,2010,93.24221061
Gambia,GMB,2011,95.6477194
Gambia,GMB,2012,97.87944087
Gambia,GMB,2013,106.8266099
Gambia,GMB,2014,118.4280064
Georgia,GEO,1995,121.8139478
Georgia,GEO,1996,134.8232611
Georgia,GEO,1997,163.9187749
Georgia,GEO,1998,141.768406
Georgia,GEO,1999,144.0672083
Georgia,GEO,2000,167.4566059
Georgia,GEO,2001,204.6803564
Georgia,GEO,2002,247.5934866
Georgia,GEO,2003,276.0101127
Georgia,GEO,2004,305.2662687
Georgia,GEO,2005,351.9149463
Georgia,GEO,2006,391.3524828
Georgia,GEO,2007,443.5001048
Georgia,GEO,2008,514.4419016
Georgia,GEO,2009,571.26261
Georgia,GEO,2010,612.6971254
Georgia,GEO,2011,633.7512797
Georgia,GEO,2012,634.457383
Georgia,GEO,2013,570.298013
Georgia,GEO,2014,627.7407641
Germany,DEU,1995,2279.9965
Germany,DEU,1996,2407.367964
Germany,DEU,1997,2418.557785
Germany,DEU,1998,2483.456467
Germany,DEU,1999,2594.382789
Germany,DEU,2000,2692.825727
Germany,DEU,2001,2817.663606
Germany,DEU,2002,2959.045565
Germany,DEU,2003,3116.677904
Germany,DEU,2004,3183.615075
Germany,DEU,2005,3383.718075
Germany,DEU,2006,3586.919907
Germany,DEU,2007,3742.339412
Germany,DEU,2008,3989.539558
Germany,DEU,2009,4228.284291
Germany,DEU,2010,4455.619675
Germany,DEU,2011,4609.964433
Germany,DEU,2012,4709.593602
Germany,DEU,2013,4837.272002
Germany,DEU,2014,5182.114049
Ghana,GHA,1995,74.4898744
Ghana,GHA,1996,86.4727978
Ghana,GHA,1997,77.88653371
Ghana,GHA,1998,82.86623419
Ghana,GHA,1999,82.31670072
Ghana,GHA,2000,83.48217617
Ghana,GHA,2001,103.4825071
Ghana,GHA,2002,92.99671508
Ghana,GHA,2003,99.44232899
Ghana,GHA,2004,133.9816943
Ghana,GHA,2005,163.5232968
Ghana,GHA,2006,112.8228818
Ghana,GHA,2007,137.3538234
Ghana,GHA,2008,135.4400357
Ghana,GHA,2009,146.7616323
Ghana,GHA,2010,161.1814041
Ghana,GHA,2011,164.9348209
Ghana,GHA,2012,178.4253553
Ghana,GHA,2013,180.3200777
Ghana,GHA,2014,145.3681314
Greece,GRC,1995,1266.53216
Greece,GRC,1996,1303.371043
Greece,GRC,1997,1356.899384
Greece,GRC,1998,1384.291857
Greece,GRC,1999,1470.584116
Greece,GRC,2000,1453.450162
Greece,GRC,2001,1758.219667
Greece,GRC,2002,1968.620086
Greece,GRC,2003,2036.149482
Greece,GRC,2004,2095.831109
Greece,GRC,2005,2359.062191
Greece,GRC,2006,2619.200273
Greece,GRC,2007,2734.113492
Greece,GRC,2008,3012.664385
Greece,GRC,2009,2971.414173
Greece,GRC,2010,2645.401767
Greece,GRC,2011,2597.674462
Greece,GRC,2012,2319.270226
Greece,GRC,2013,2357.077184
Greece,GRC,2014,2098.052256
Grenada,GRD,1995,378.7723502
Grenada,GRD,1996,401.8346177
Grenada,GRD,1997,444.6222236
Grenada,GRD,1998,484.0007902
Grenada,GRD,1999,572.3944919
Grenada,GRD,2000,506.7124604
Grenada,GRD,2001,586.5024203
Grenada,GRD,2002,534.6957677
Grenada,GRD,2003,525.8297062
Grenada,GRD,2004,475.4695876
Grenada,GRD,2005,582.8043727
Grenada,GRD,2006,625.9118761
Grenada,GRD,2007,666.6572053
Grenada,GRD,2008,670.774694
Grenada,GRD,2009,681.3769879
Grenada,GRD,2010,701.6609664
Grenada,GRD,2011,712.3789953
Grenada,GRD,2012,714.7746282
Grenada,GRD,2013,716.5032217
Grenada,GRD,2014,728.3131701
Guatemala,GTM,1995,160.7463523
Guatemala,GTM,1996,161.8123949
Guatemala,GTM,1997,174.9822501
Guatemala,GTM,1998,173.9273422
Guatemala,GTM,1999,198.7976251
Guatemala,GTM,2000,251.8886292
Guatemala,GTM,2001,331.118666
Guatemala,GTM,2002,338.1721652
Guatemala,GTM,2003,354.3098663
Guatemala,GTM,2004,360.7344351
Guatemala,GTM,2005,376.4751642
Guatemala,GTM,2006,416.25781
Guatemala,GTM,2007,430.5760607
Guatemala,GTM,2008,430.0944227
Guatemala,GTM,2009,435.140421
Guatemala,GTM,2010,433.672659
Guatemala,GTM,2011,427.2291569
Guatemala,GTM,2012,441.680547
Guatemala,GTM,2013,452.9283849
Guatemala,GTM,2014,472.8508497
Guinea,GIN,1995,26.91544636
Guinea,GIN,1996,24.55273331
Guinea,GIN,1997,24.99208762
Guinea,GIN,1998,28.5298997
Guinea,GIN,1999,29.75166047
Guinea,GIN,2000,31.01173621
Guinea,GIN,2001,34.14676688
Guinea,GIN,2002,36.89839569
Guinea,GIN,2003,34.27054268
Guinea,GIN,2004,32.17431993
Guinea,GIN,2005,30.11027449
Guinea,GIN,2006,33.26281195
Guinea,GIN,2007,34.5268482
Guinea,GIN,2008,37.47494619
Guinea,GIN,2009,43.96902593
Guinea,GIN,2010,52.15954757
Guinea,GIN,2011,56.00818896
Guinea,GIN,2012,65.71973754
Guinea,GIN,2013,67.66005
Guinea,GIN,2014,68.45821523
Guinea-Bissau,GNB,1995,129.8250626
Guinea-Bissau,GNB,1996,109.9257768
Guinea-Bissau,GNB,1997,94.63068869
Guinea-Bissau,GNB,1998,67.98115023
Guinea-Bissau,GNB,1999,55.62809172
Guinea-Bissau,GNB,2000,56.88217773
Guinea-Bissau,GNB,2001,52.2957388
Guinea-Bissau,GNB,2002,57.13523139
Guinea-Bissau,GNB,2003,57.98300399
Guinea-Bissau,GNB,2004,57.73895148
Guinea-Bissau,GNB,2005,64.22638215
Guinea-Bissau,GNB,2006,68.12492168
Guinea-Bissau,GNB,2007,73.38361544
Guinea-Bissau,GNB,2008,74.87665046
Guinea-Bissau,GNB,2009,66.48264559
Guinea-Bissau,GNB,2010,87.1559848
Guinea-Bissau,GNB,2011,77.14711058
Guinea-Bissau,GNB,2012,91.52068168
Guinea-Bissau,GNB,2013,102.4778936
Guinea-Bissau,GNB,2014,90.95910835
Guyana,GUY,1995,167.7622307
Guyana,GUY,1996,179.0597112
Guyana,GUY,1997,200.2454306
Guyana,GUY,1998,202.8580733
Guyana,GUY,1999,187.5887713
Guyana,GUY,2000,235.7662679
Guyana,GUY,2001,245.3020132
Guyana,GUY,2002,252.1438972
Guyana,GUY,2003,260.5998986
Guyana,GUY,2004,265.602122
Guyana,GUY,2005,273.3097645
Guyana,GUY,2006,213.3067263
Guyana,GUY,2007,323.0724103
Guyana,GUY,2008,211.805957
Guyana,GUY,2009,215.7331872
Guyana,GUY,2010,205.1036239
Guyana,GUY,2011,413.0708153
Guyana,GUY,2012,424.2785446
Guyana,GUY,2013,350.494734
Guyana,GUY,2014,378.7863101
Haiti,HTI,1995,59.65520671
Haiti,HTI,1996,60.57961728
Haiti,HTI,1997,59.90573266
Haiti,HTI,1998,79.50836001
Haiti,HTI,1999,76.83108972
Haiti,HTI,2000,83.53073855
Haiti,HTI,2001,77.28875608
Haiti,HTI,2002,74.75412073
Haiti,HTI,2003,73.25600721
Haiti,HTI,2004,75.45077754
Haiti,HTI,2005,61.29417516
Haiti,HTI,2006,82.24633664
Haiti,HTI,2007,83.75989972
Haiti,HTI,2008,90.38626521
Haiti,HTI,2009,104.2786165
Haiti,HTI,2010,119.1245983
Haiti,HTI,2011,162.712077
Haiti,HTI,2012,159.4500485
Haiti,HTI,2013,136.421378
Haiti,HTI,2014,130.8486433
Heavily indebted poor countries (HIPC),,1995,46.01595548
Heavily indebted poor countries (HIPC),,1996,50.36347695
Heavily indebted poor countries (HIPC),,1997,51.10199218
Heavily indebted poor countries (HIPC),,1998,54.78313008
Heavily indebted poor countries (HIPC),,1999,56.42984667
Heavily indebted poor countries (HIPC),,2000,56.05986659
Heavily indebted poor countries (HIPC),,2001,59.80565627
Heavily indebted poor countries (HIPC),,2002,63.30544115
Heavily indebted poor countries (HIPC),,2003,67.72641351
Heavily indebted poor countries (HIPC),,2004,73.62372369
Heavily indebted poor countries (HIPC),,2005,80.12916586
Heavily indebted poor countries (HIPC),,2006,86.70728171
Heavily indebted poor countries (HIPC),,2007,91.59967582
Heavily indebted poor countries (HIPC),,2008,98.49719884
Heavily indebted poor countries (HIPC),,2009,103.2537831
Heavily indebted poor countries (HIPC),,2010,110.9715501
Heavily indebted poor countries (HIPC),,2011,113.2411708
Heavily indebted poor countries (HIPC),,2012,116.1852566
Heavily indebted poor countries (HIPC),,2013,119.8704893
Heavily indebted poor countries (HIPC),,2014,123.2294854
High income,,1995,2077.933569
High income,,1996,2169.712286
High income,,1997,2266.069025
High income,,1998,2374.038433
High income,,1999,2502.727426
High income,,2000,2665.106332
High income,,2001,2859.61425
High income,,2002,3063.919417
High income,,2003,3256.781227
High income,,2004,3443.908232
High income,,2005,3652.840955
High income,,2006,3888.974778
High income,,2007,4094.959056
High income,,2008,4295.408241
High income,,2009,4494.602363
High income,,2010,4614.202996
High income,,2011,4778.1241
High income,,2012,4912.683474
High income,,2013,5020.1563
High income,,2014,5204.815251
Honduras,HND,1995,130.1816897
Honduras,HND,1996,124.6807651
Honduras,HND,1997,128.1115571
Honduras,HND,1998,150.3278022
Honduras,HND,1999,161.7278121
Honduras,HND,2000,182.6908494
Honduras,HND,2001,195.1947398
Honduras,HND,2002,213.4921318
Honduras,HND,2003,254.2883669
Honduras,HND,2004,259.0288241
Honduras,HND,2005,275.6945787
Honduras,HND,2006,290.4133382
Honduras,HND,2007,321.6359431
Honduras,HND,2008,357.4807317
Honduras,HND,2009,363.6172593
Honduras,HND,2010,359.0924895
Honduras,HND,2011,379.8822363
Honduras,HND,2012,421.8827931
Honduras,HND,2013,405.1305439
Honduras,HND,2014,399.7498092
Hungary,HUN,1995,658.5563292
Hungary,HUN,1996,657.398366
Hungary,HUN,1997,677.3115534
Hungary,HUN,1998,761.8124442
Hungary,HUN,1999,808.6256457
Hungary,HUN,2000,852.3255931
Hungary,HUN,2001,969.5297074
Hungary,HUN,2002,1112.043669
Hungary,HUN,2003,1315.551511
Hungary,HUN,2004,1329.838837
Hungary,HUN,2005,1432.192278
Hungary,HUN,2006,1511.096045
Hungary,HUN,2007,1450.803235
Hungary,HUN,2008,1523.669589
Hungary,HUN,2009,1574.1829
Hungary,HUN,2010,1690.345084
Hungary,HUN,2011,1769.742385
Hungary,HUN,2012,1744.13678
Hungary,HUN,2013,1766.793695
Hungary,HUN,2014,1826.675065
IBRD only,,1995,153.5137208
IBRD only,,1996,164.0824825
IBRD only,,1997,181.4515164
IBRD only,,1998,188.573914
IBRD only,,1999,198.4441817
IBRD only,,2000,211.4543988
IBRD only,,2001,229.0297082
IBRD only,,2002,244.2795762
IBRD only,,2003,262.2049177
IBRD only,,2004,283.38586
IBRD only,,2005,318.1016994
IBRD only,,2006,351.8894066
IBRD only,,2007,386.2664006
IBRD only,,2008,432.2043642
IBRD only,,2009,486.8455584
IBRD only,,2010,504.2397322
IBRD only,,2011,537.7782991
IBRD only,,2012,584.4670411
IBRD only,,2013,626.3728273
IBRD only,,2014,665.2324164
IDA & IBRD total,,1995,134.7630208
IDA & IBRD total,,1996,143.8512207
IDA & IBRD total,,1997,157.5320434
IDA & IBRD total,,1998,164.1472729
IDA & IBRD total,,1999,171.7434778
IDA & IBRD total,,2000,181.0856817
IDA & IBRD total,,2001,195.6462316
IDA & IBRD total,,2002,206.8144745
IDA & IBRD total,,2003,224.0182024
IDA & IBRD total,,2004,242.4062129
IDA & IBRD total,,2005,270.4243567
IDA & IBRD total,,2006,297.6404661
IDA & IBRD total,,2007,326.526989
IDA & IBRD total,,2008,362.1373043
IDA & IBRD total,,2009,405.1386975
IDA & IBRD total,,2010,414.6815395
IDA & IBRD total,,2011,440.9944949
IDA & IBRD total,,2012,475.4100394
IDA & IBRD total,,2013,508.0813526
IDA & IBRD total,,2014,537.6413823
IDA blend,,1995,84.65536416
IDA blend,,1996,91.98652361
IDA blend,,1997,92.48955275
IDA blend,,1998,103.0093461
IDA blend,,1999,102.390905
IDA blend,,2000,93.97550799
IDA blend,,2001,100.7248618
IDA blend,,2002,95.1820875
IDA blend,,2003,130.5546443
IDA blend,,2004,150.4482606
IDA blend,,2005,158.7407619
IDA blend,,2006,165.032507
IDA blend,,2007,194.1638081
IDA blend,,2008,189.9663251
IDA blend,,2009,200.4007324
IDA blend,,2010,149.7590739
IDA blend,,2011,163.3160329
IDA blend,,2012,163.3160519
IDA blend,,2013,178.461212
IDA blend,,2014,183.695845
IDA only,,1995,45.33783222
IDA only,,1996,47.69059276
IDA only,,1997,47.38489389
IDA only,,1998,51.08193832
IDA only,,1999,51.26783644
IDA only,,2000,52.02613829
IDA only,,2001,55.67651273
IDA only,,2002,59.51941624
IDA only,,2003,64.98724913
IDA only,,2004,70.37801529
IDA only,,2005,75.89765546
IDA only,,2006,82.71880402
IDA only,,2007,86.91838341
IDA only,,2008,94.18568609
IDA only,,2009,99.8623045
IDA only,,2010,106.2757577
IDA only,,2011,109.4891559
IDA only,,2012,112.3164898
IDA only,,2013,116.9022737
IDA only,,2014,122.5342874
IDA total,,1995,58.61674659
IDA total,,1996,62.64224267
IDA total,,1997,62.60385235
IDA total,,1998,68.55124285
IDA total,,1999,68.45318111
IDA total,,2000,66.46573364
IDA total,,2001,71.16660675
IDA total,,2002,71.52879599
IDA total,,2003,87.03270028
IDA total,,2004,97.26333957
IDA total,,2005,103.6860197
IDA total,,2006,110.3117884
IDA total,,2007,122.85924
IDA total,,2008,126.2868121
IDA total,,2009,133.5695602
IDA total,,2010,120.8688674
IDA total,,2011,127.5737844
IDA total,,2012,129.3334744
IDA total,,2013,137.4574066
IDA total,,2014,142.97101
Iceland,ISL,1995,1909.639253
Iceland,ISL,1996,1973.442583
Iceland,ISL,1997,2110.875001
Iceland,ISL,1998,2496.128497
Iceland,ISL,1999,2774.083271
Iceland,ISL,2000,2767.387694
Iceland,ISL,2001,2867.422348
Iceland,ISL,2002,3161.806641
Iceland,ISL,2003,3207.600664
Iceland,ISL,2004,3368.863381
Iceland,ISL,2005,3340.091267
Iceland,ISL,2006,3337.407008
Iceland,ISL,2007,3430.974788
Iceland,ISL,2008,3664.230683
Iceland,ISL,2009,3631.553643
Iceland,ISL,2010,3421.63945
Iceland,ISL,2011,3429.093255
Iceland,ISL,2012,3529.113419
Iceland,ISL,2013,3697.467777
Iceland,ISL,2014,3881.703732
India,IND,1995,60.30681297
India,IND,1996,62.84073218
India,IND,1997,71.14964901
India,IND,1998,75.82378273
India,IND,1999,77.11339334
India,IND,2000,85.21068862
India,IND,2001,94.68935605
India,IND,2002,96.04216644
India,IND,2003,101.4556394
India,IND,2004,108.7334836
India,IND,2005,122.5081237
India,IND,2006,134.7347747
India,IND,2007,148.9023605
India,IND,2008,159.5943786
India,IND,2009,173.4203991
India,IND,2010,186.71596
India,IND,2011,202.9518201
India,IND,2012,217.1842987
India,IND,2013,240.1245075
India,IND,2014,267.408625
Indonesia,IDN,1995,85.89906302
Indonesia,IDN,1996,94.19598082
Indonesia,IDN,1997,95.81159488
Indonesia,IDN,1998,88.55602709
Indonesia,IDN,1999,96.4589749
Indonesia,IDN,2000,91.03987611
Indonesia,IDN,2001,107.4043569
Indonesia,IDN,2002,114.2744773
Indonesia,IDN,2003,134.5762514
Indonesia,IDN,2004,133.9196982
Indonesia,IDN,2005,169.8541968
Indonesia,IDN,2006,189.8303219
Indonesia,IDN,2007,218.1510746
Indonesia,IDN,2008,210.7662338
Indonesia,IDN,2009,220.8296345
Indonesia,IDN,2010,227.313106
Indonesia,IDN,2011,240.665384
Indonesia,IDN,2012,273.8299528
Indonesia,IDN,2013,292.4463702
Indonesia,IDN,2014,299.4051392
Iran,IRN,1995,293.6071025
Iran,IRN,1996,303.7677058
Iran,IRN,1997,346.6266226
Iran,IRN,1998,390.1725811
Iran,IRN,1999,403.6107341
Iran,IRN,2000,427.2266144
Iran,IRN,2001,494.4532305
Iran,IRN,2002,568.4090901
Iran,IRN,2003,633.6888465
Iran,IRN,2004,742.3829202
Iran,IRN,2005,835.7924546
Iran,IRN,2006,829.9006821
Iran,IRN,2007,889.9786276
Iran,IRN,2008,984.0471331
Iran,IRN,2009,1205.015538
Iran,IRN,2010,1335.150922
Iran,IRN,2011,1242.802415
Iran,IRN,2012,1143.93808
Iran,IRN,2013,1045.009485
Iran,IRN,2014,1081.671505
Iraq,IRQ,2003,66.65045976
Iraq,IRQ,2004,136.0676714
Iraq,IRQ,2005,109.3002554
Iraq,IRQ,2006,107.1832823
Iraq,IRQ,2007,122.3571423
Iraq,IRQ,2008,144.6268949
Iraq,IRQ,2009,460.1934313
Iraq,IRQ,2010,391.4841788
Iraq,IRQ,2011,371.6015155
Iraq,IRQ,2012,650.8411568
Iraq,IRQ,2013,774.3969194
Iraq,IRQ,2014,667.0073529
Ireland,IRL,1995,1192.618262
Ireland,IRL,1996,1275.679832
Ireland,IRL,1997,1377.727756
Ireland,IRL,1998,1483.338209
Ireland,IRL,1999,1582.609115
Ireland,IRL,2000,1798.835541
Ireland,IRL,2001,2114.779617
Ireland,IRL,2002,2380.05315
Ireland,IRL,2003,2559.371054
Ireland,IRL,2004,2829.37781
Ireland,IRL,2005,2974.183948
Ireland,IRL,2006,3227.259902
Ireland,IRL,2007,3586.316219
Ireland,IRL,2008,3821.292296
Ireland,IRL,2009,4003.882148
Ireland,IRL,2010,3795.753281
Ireland,IRL,2011,3725.794642
Ireland,IRL,2012,3813.985997
Ireland,IRL,2013,3761.835688
Ireland,IRL,2014,3801.06423
Israel,ISR,1995,1440.232661
Israel,ISR,1996,1524.607936
Israel,ISR,1997,1604.913596
Israel,ISR,1998,1621.669653
Israel,ISR,1999,1605.592966
Israel,ISR,2000,1761.711912
Israel,ISR,2001,1880.815516
Israel,ISR,2002,1870.273692
Israel,ISR,2003,1750.576161
Israel,ISR,2004,1834.010497
Israel,ISR,2005,1829.320326
Israel,ISR,2006,1872.929651
Israel,ISR,2007,2004.384643
Israel,ISR,2008,1990.509134
Israel,ISR,2009,2041.132432
Israel,ISR,2010,2116.068777
Israel,ISR,2011,2231.816388
Israel,ISR,2012,2446.055935
Israel,ISR,2013,2571.885879
Israel,ISR,2014,2599.132254
Italy,ITA,1995,1559.334495
Italy,ITA,1996,1631.757661
Italy,ITA,1997,1753.350769
Italy,ITA,1998,1863.962786
Italy,ITA,1999,1920.51964
Italy,ITA,2000,2110.340224
Italy,ITA,2001,2292.652973
Italy,ITA,2002,2299.90292
Italy,ITA,2003,2334.115754
Italy,ITA,2004,2453.750937
Italy,ITA,2005,2587.333517
Italy,ITA,2006,2824.751995
Italy,ITA,2007,2871.552177
Italy,ITA,2008,3136.046179
Italy,ITA,2009,3222.285082
Italy,ITA,2010,3275.055899
Italy,ITA,2011,3330.708019
Italy,ITA,2012,3304.59641
Italy,ITA,2013,3257.46687
Italy,ITA,2014,3238.889001
Jamaica,JAM,1995,261.4323334
Jamaica,JAM,1996,299.2953842
Jamaica,JAM,1997,376.4396898
Jamaica,JAM,1998,338.2389444
Jamaica,JAM,1999,316.3761271
Jamaica,JAM,2000,373.2221186
Jamaica,JAM,2001,352.9892372
Jamaica,JAM,2002,303.7062767
Jamaica,JAM,2003,303.7068086
Jamaica,JAM,2004,332.0700044
Jamaica,JAM,2005,285.1843627
Jamaica,JAM,2006,341.9364443
Jamaica,JAM,2007,408.8277467
Jamaica,JAM,2008,456.9449102
Jamaica,JAM,2009,418.1736613
Jamaica,JAM,2010,426.4121045
Jamaica,JAM,2011,433.7420516
Jamaica,JAM,2012,480.8947124
Jamaica,JAM,2013,514.0986967
Jamaica,JAM,2014,476.179109
Japan,JPN,1995,1533.515621
Japan,JPN,1996,1567.226392
Japan,JPN,1997,1675.088579
Japan,JPN,1998,1724.974959
Japan,JPN,1999,1826.15806
Japan,JPN,2000,1973.954471
Japan,JPN,2001,2054.785288
Japan,JPN,2002,2137.32456
Japan,JPN,2003,2234.580537
Japan,JPN,2004,2359.953327
Japan,JPN,2005,2490.669388
Japan,JPN,2006,2604.021624
Japan,JPN,2007,2747.224839
Japan,JPN,2008,2879.787122
Japan,JPN,2009,3031.264095
Japan,JPN,2010,3232.153359
Japan,JPN,2011,3456.729905
Japan,JPN,2012,3621.575814
Japan,JPN,2013,3713.12665
Japan,JPN,2014,3726.676374
Jordan,JOR,1995,450.6588757
Jordan,JOR,1996,478.6219904
Jordan,JOR,1997,495.5387879
Jordan,JOR,1998,526.5916411
Jordan,JOR,1999,547.6163103
Jordan,JOR,2000,592.6945484
Jordan,JOR,2001,643.3003572
Jordan,JOR,2002,663.4361411
Jordan,JOR,2003,652.8118812
Jordan,JOR,2004,702.1965592
Jordan,JOR,2005,745.6956616
Jordan,JOR,2006,729.2378005
Jordan,JOR,2007,802.6847951
Jordan,JOR,2008,884.4582125
Jordan,JOR,2009,980.2638588
Jordan,JOR,2010,861.1159491
Jordan,JOR,2011,865.82044
Jordan,JOR,2012,834.6770479
Jordan,JOR,2013,763.081032
Jordan,JOR,2014,797.5933329
Kazakhstan,KAZ,1995,270.1116685
Kazakhstan,KAZ,1996,263.6400317
Kazakhstan,KAZ,1997,297.9244391
Kazakhstan,KAZ,1998,310.020539
Kazakhstan,KAZ,1999,296.2854715
Kazakhstan,KAZ,2000,318.5007533
Kazakhstan,KAZ,2001,308.759955
Kazakhstan,KAZ,2002,356.8607428
Kazakhstan,KAZ,2003,403.2717432
Kazakhstan,KAZ,2004,480.6933203
Kazakhstan,KAZ,2005,554.7950264
Kazakhstan,KAZ,2006,574.0574058
Kazakhstan,KAZ,2007,543.2950089
Kazakhstan,KAZ,2008,648.812515
Kazakhstan,KAZ,2009,741.2654982
Kazakhstan,KAZ,2010,849.4939723
Kazakhstan,KAZ,2011,842.4759216
Kazakhstan,KAZ,2012,943.0090174
Kazakhstan,KAZ,2013,994.248186
Kazakhstan,KAZ,2014,1068.062124
Kenya,KEN,1995,68.31216992
Kenya,KEN,1996,68.76828068
Kenya,KEN,1997,67.99863318
Kenya,KEN,1998,75.57269544
Kenya,KEN,1999,71.54775588
Kenya,KEN,2000,80.11587906
Kenya,KEN,2001,81.8396119
Kenya,KEN,2002,79.9546703
Kenya,KEN,2003,80.15061759
Kenya,KEN,2004,81.34194075
Kenya,KEN,2005,88.11569198
Kenya,KEN,2006,91.4932173
Kenya,KEN,2007,94.07296852
Kenya,KEN,2008,89.54680272
Kenya,KEN,2009,97.01443575
Kenya,KEN,2010,98.83523898
Kenya,KEN,2011,137.206243
Kenya,KEN,2012,149.2181468
Kenya,KEN,2013,158.0382434
Kenya,KEN,2014,168.9817873
Kiribati,KIR,1995,96.50716722
Kiribati,KIR,1996,100.6730517
Kiribati,KIR,1997,108.1430048
Kiribati,KIR,1998,89.174498
Kiribati,KIR,1999,112.3483497
Kiribati,KIR,2000,113.9332039
Kiribati,KIR,2001,127.8791822
Kiribati,KIR,2002,129.7998831
Kiribati,KIR,2003,148.3501553
Kiribati,KIR,2004,160.7760558
Kiribati,KIR,2005,157.2479663
Kiribati,KIR,2006,164.6973383
Kiribati,KIR,2007,222.3895035
Kiribati,KIR,2008,204.1069975
Kiribati,KIR,2009,200.1707329
Kiribati,KIR,2010,169.7111266
Kiribati,KIR,2011,172.9385413
Kiribati,KIR,2012,176.8544521
Kiribati,KIR,2013,177.7003658
Kiribati,KIR,2014,183.562331
Kuwait,KWT,1995,2164.37865
Kuwait,KWT,1996,2061.893901
Kuwait,KWT,1997,2225.691966
Kuwait,KWT,1998,2673.98246
Kuwait,KWT,1999,2100.341294
Kuwait,KWT,2000,1478.108053
Kuwait,KWT,2001,2123.599381
Kuwait,KWT,2002,2136.892498
Kuwait,KWT,2003,2257.343586
Kuwait,KWT,2004,2121.16748
Kuwait,KWT,2005,1990.363284
Kuwait,KWT,2006,1979.115062
Kuwait,KWT,2007,1919.604609
Kuwait,KWT,2008,1704.482151
Kuwait,KWT,2009,3004.51903
Kuwait,KWT,2010,1992.469078
Kuwait,KWT,2011,1996.64405
Kuwait,KWT,2012,2017.852635
Kuwait,KWT,2013,1968.304947
Kuwait,KWT,2014,2319.60465
Kyrgyzstan,KGZ,1995,73.33475754
Kyrgyzstan,KGZ,1996,75.18606212
Kyrgyzstan,KGZ,1997,76.00404935
Kyrgyzstan,KGZ,1998,86.58470604
Kyrgyzstan,KGZ,1999,81.46111895
Kyrgyzstan,KGZ,2000,76.03104173
Kyrgyzstan,KGZ,2001,83.07579095
Kyrgyzstan,KGZ,2002,95.19906651
Kyrgyzstan,KGZ,2003,103.332049
Kyrgyzstan,KGZ,2004,116.0564003
Kyrgyzstan,KGZ,2005,124.0044922
Kyrgyzstan,KGZ,2006,150.9122022
Kyrgyzstan,KGZ,2007,169.5930351
Kyrgyzstan,KGZ,2008,163.3140666
Kyrgyzstan,KGZ,2009,186.6994355
Kyrgyzstan,KGZ,2010,181.4382225
Kyrgyzstan,KGZ,2011,179.210802
Kyrgyzstan,KGZ,2012,202.2428949
Kyrgyzstan,KGZ,2013,214.3344452
Kyrgyzstan,KGZ,2014,215.0576281
Laos,LAO,1995,55.22100994
Laos,LAO,1996,57.22401582
Laos,LAO,1997,76.52131474
Laos,LAO,1998,89.94799745
Laos,LAO,1999,63.63662174
Laos,LAO,2000,60.10731356
Laos,LAO,2001,80.95744799
Laos,LAO,2002,84.89219435
Laos,LAO,2003,110.1397657
Laos,LAO,2004,110.2006946
Laos,LAO,2005,112.7478376
Laos,LAO,2006,123.1154304
Laos,LAO,2007,130.0967742
Laos,LAO,2008,91.3786923
Laos,LAO,2009,130.5582462
Laos,LAO,2010,102.1693981
Laos,LAO,2011,90.49198615
Laos,LAO,2012,97.41470086
Laos,LAO,2013,95.38842811
Laos,LAO,2014,98.46778237
Late-demographic dividend,,1995,167.9887944
Late-demographic dividend,,1996,185.1493182
Late-demographic dividend,,1997,206.4679372
Late-demographic dividend,,1998,213.8760323
Late-demographic dividend,,1999,223.3614955
Late-demographic dividend,,2000,238.002103
Late-demographic dividend,,2001,257.6874334
Late-demographic dividend,,2002,284.8656439
Late-demographic dividend,,2003,308.6096847
Late-demographic dividend,,2004,334.922838
Late-demographic dividend,,2005,379.1345184
Late-demographic dividend,,2006,426.1485278
Late-demographic dividend,,2007,470.4920803
Late-demographic dividend,,2008,545.5440218
Late-demographic dividend,,2009,624.2048567
Late-demographic dividend,,2010,646.216335
Late-demographic dividend,,2011,703.3170304
Late-demographic dividend,,2012,776.2982561
Late-demographic dividend,,2013,839.1698391
Late-demographic dividend,,2014,899.3095027
Latin America & Caribbean,,1995,428.1758773
Latin America & Caribbean,,1996,444.5946594
Latin America & Caribbean,,1997,471.0553753
